sms_id,message,message_length,label
SPAM_SMS_00506,Claim your free gift card now before it expires.,48,spam
HAM_SMS_03428,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_03381,Please call me when you are free.,33,ham
HAM_SMS_02464,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_00261,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_05144,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_00102,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_05842,Please find the details shared in the group.,44,ham
HAM_SMS_01597,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_04037,Your order has been delivered successfully.,43,ham
HAM_SMS_03119,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_00039,Please find the details shared in the group.,44,ham
SPAM_SMS_01594,Earn money from home without investment. Join now.,50,spam
HAM_SMS_04838,Please confirm your availability for the session.,49,ham
HAM_SMS_02997,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_06662,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_05192,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_03676,The interview schedule will be shared soon.,43,ham
HAM_SMS_05807,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_02561,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_04524,Please find the details shared in the group.,44,ham
HAM_SMS_05430,Please call me when you are free.,33,ham
HAM_SMS_00182,Please call me when you are free.,33,ham
HAM_SMS_04253,Your payment has been received successfully.,44,ham
SPAM_SMS_00769,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_06452,Please call me when you are free.,33,ham
HAM_SMS_07316,Please call me when you are free.,33,ham
HAM_SMS_07410,The report is ready for review.,31,ham
HAM_SMS_05746,Please find the details shared in the group.,44,ham
SPAM_SMS_01953,Earn money from home without investment. Join now.,50,spam
SPAM_SMS_01932,Your mobile number has won a lottery prize.,43,spam
SPAM_SMS_00339,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_03657,I reached home safely.,22,ham
SPAM_SMS_00757,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_06014,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_00637,Limited time offer. Get free coupons by clicking this link.,59,spam
SPAM_SMS_00600,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_03338,The interview schedule will be shared soon.,43,ham
HAM_SMS_00183,Your payment has been received successfully.,44,ham
HAM_SMS_03132,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_07433,Please call me when you are free.,33,ham
HAM_SMS_03236,Your order has been delivered successfully.,43,ham
SPAM_SMS_00013,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_07039,I reached home safely.,22,ham
SPAM_SMS_01297,Suspicious login detected. Update your password immediately.,60,spam
SPAM_SMS_00792,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_01815,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_07204,Please confirm your availability for the session.,49,ham
HAM_SMS_06530,Please confirm your availability for the session.,49,ham
HAM_SMS_00251,Your order has been delivered successfully.,43,ham
SPAM_SMS_02162,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
SPAM_SMS_00189,Claim your free gift card now before it expires.,48,spam
HAM_SMS_02195,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04971,Please find the details shared in the group.,44,ham
HAM_SMS_04302,Your payment has been received successfully.,44,ham
HAM_SMS_00802,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_00220,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_04306,The report is ready for review.,31,ham
HAM_SMS_00845,The report is ready for review.,31,ham
HAM_SMS_03632,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_07286,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_01373,Please confirm your availability for the session.,49,ham
HAM_SMS_00048,The interview schedule will be shared soon.,43,ham
HAM_SMS_06435,The report is ready for review.,31,ham
HAM_SMS_04049,The interview schedule will be shared soon.,43,ham
HAM_SMS_03066,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_05465,The report is ready for review.,31,ham
HAM_SMS_05225,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_00520,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_00155,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_00952,Please call me when you are free.,33,ham
HAM_SMS_01144,Please call me when you are free.,33,ham
HAM_SMS_03371,Your payment has been received successfully.,44,ham
HAM_SMS_06917,Please find the details shared in the group.,44,ham
SPAM_SMS_00999,Claim your free gift card now before it expires.,48,spam
SPAM_SMS_00247,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_00030,Please confirm your availability for the session.,49,ham
HAM_SMS_00070,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_06145,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04103,Please call me when you are free.,33,ham
SPAM_SMS_01813,Limited time offer. Get free coupons by clicking this link.,59,spam
SPAM_SMS_01435,Limited time offer. Get free coupons by clicking this link.,59,spam
SPAM_SMS_01204,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_02350,Please find the details shared in the group.,44,ham
HAM_SMS_02345,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05822,Your order has been delivered successfully.,43,ham
HAM_SMS_01159,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05655,Your payment has been received successfully.,44,ham
SPAM_SMS_02296,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_04884,Your order has been delivered successfully.,43,ham
HAM_SMS_03413,Please call me when you are free.,33,ham
HAM_SMS_05483,I reached home safely.,22,ham
HAM_SMS_04393,Please call me when you are free.,33,ham
HAM_SMS_04670,Please find the details shared in the group.,44,ham
HAM_SMS_04072,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_04309,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_05025,The report is ready for review.,31,ham
HAM_SMS_06707,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_00635,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_04294,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05967,Please confirm your availability for the session.,49,ham
SPAM_SMS_01401,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_02162,The interview schedule will be shared soon.,43,ham
HAM_SMS_07323,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_00448,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_06276,Your payment has been received successfully.,44,ham
HAM_SMS_03983,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_04163,Your payment has been received successfully.,44,ham
HAM_SMS_06923,I reached home safely.,22,ham
SPAM_SMS_01317,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_01006,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_03542,The report is ready for review.,31,ham
SPAM_SMS_02081,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_07423,The report is ready for review.,31,ham
HAM_SMS_06456,Please confirm your availability for the session.,49,ham
SPAM_SMS_02092,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
SPAM_SMS_01024,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_07083,Please confirm your availability for the session.,49,ham
SPAM_SMS_01525,Urgent! Your bank account will be blocked. Verify your details immediately.,75,spam
HAM_SMS_00261,Please confirm your availability for the session.,49,ham
SPAM_SMS_02323,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_02207,Please call me when you are free.,33,ham
HAM_SMS_03578,The report is ready for review.,31,ham
SPAM_SMS_01194,Earn money from home without investment. Join now.,50,spam
HAM_SMS_04575,Please call me when you are free.,33,ham
SPAM_SMS_01383,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_04036,I reached home safely.,22,ham
SPAM_SMS_00747,Recharge offer available. Get double benefits today.,52,spam
SPAM_SMS_01764,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_02536,The report is ready for review.,31,ham
HAM_SMS_01745,Please call me when you are free.,33,ham
HAM_SMS_02003,The interview schedule will be shared soon.,43,ham
HAM_SMS_00726,The interview schedule will be shared soon.,43,ham
HAM_SMS_04117,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_00658,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_01048,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_06744,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_01005,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_06348,The interview schedule will be shared soon.,43,ham
HAM_SMS_06667,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_04061,Your payment has been received successfully.,44,ham
HAM_SMS_07387,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02295,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_06189,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_01275,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_06598,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_00682,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_06519,Your payment has been received successfully.,44,ham
HAM_SMS_00782,The report is ready for review.,31,ham
HAM_SMS_04494,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04289,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_02128,The report is ready for review.,31,ham
HAM_SMS_02663,Your order has been delivered successfully.,43,ham
HAM_SMS_06003,Your order has been delivered successfully.,43,ham
HAM_SMS_05416,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_05720,Please call me when you are free.,33,ham
HAM_SMS_06695,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_05752,Please find the details shared in the group.,44,ham
SPAM_SMS_01686,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_05177,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_00256,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_00433,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_03544,Please call me when you are free.,33,ham
HAM_SMS_00278,The interview schedule will be shared soon.,43,ham
HAM_SMS_05493,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_03185,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_06275,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02939,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_06371,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_02134,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_06323,I reached home safely.,22,ham
HAM_SMS_03179,Your payment has been received successfully.,44,ham
HAM_SMS_04565,Your order has been delivered successfully.,43,ham
HAM_SMS_01361,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_04521,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_02185,I reached home safely.,22,ham
SPAM_SMS_01530,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_06978,Please confirm your availability for the session.,49,ham
HAM_SMS_07478,The report is ready for review.,31,ham
HAM_SMS_01027,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_03162,The interview schedule will be shared soon.,43,ham
HAM_SMS_05427,The report is ready for review.,31,ham
HAM_SMS_05205,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_02310,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_03638,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_00320,Claim your free gift card now before it expires.,48,spam
HAM_SMS_05478,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_03186,Your order has been delivered successfully.,43,ham
HAM_SMS_02877,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00276,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_03331,Please call me when you are free.,33,ham
SPAM_SMS_00592,Your loan is approved. Pay processing fee to receive funds.,59,spam
SPAM_SMS_01851,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_04417,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00709,The interview schedule will be shared soon.,43,ham
SPAM_SMS_01236,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_04020,I reached home safely.,22,ham
SPAM_SMS_02038,Recharge offer available. Get double benefits today.,52,spam
SPAM_SMS_02024,Earn money from home without investment. Join now.,50,spam
HAM_SMS_03319,I reached home safely.,22,ham
HAM_SMS_05876,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_04921,Reminder: submit your assignment before the deadline.,53,ham
SPAM_SMS_02149,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_02749,Your payment has been received successfully.,44,ham
HAM_SMS_07452,I reached home safely.,22,ham
HAM_SMS_01943,Please find the details shared in the group.,44,ham
SPAM_SMS_00573,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_00088,Please find the details shared in the group.,44,ham
HAM_SMS_02519,Please confirm your availability for the session.,49,ham
HAM_SMS_01469,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02569,The interview schedule will be shared soon.,43,ham
HAM_SMS_03103,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05009,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_03705,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05315,Please find the details shared in the group.,44,ham
HAM_SMS_07421,Please confirm your availability for the session.,49,ham
HAM_SMS_06688,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04383,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_06932,The report is ready for review.,31,ham
HAM_SMS_04823,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_06824,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_03073,The report is ready for review.,31,ham
SPAM_SMS_00187,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_01340,The interview schedule will be shared soon.,43,ham
HAM_SMS_02340,Your order has been delivered successfully.,43,ham
HAM_SMS_00687,The report is ready for review.,31,ham
SPAM_SMS_01316,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_05482,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_00923,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_05909,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_00523,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_02182,Your payment has been received successfully.,44,ham
HAM_SMS_07128,Your payment has been received successfully.,44,ham
HAM_SMS_02745,The report is ready for review.,31,ham
HAM_SMS_02304,The interview schedule will be shared soon.,43,ham
SPAM_SMS_01181,Final warning! Complete KYC verification now.,45,spam
SPAM_SMS_01303,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_06407,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_03441,Please find the details shared in the group.,44,ham
SPAM_SMS_01378,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_07298,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05966,I reached home safely.,22,ham
HAM_SMS_03969,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_05688,The interview schedule will be shared soon.,43,ham
SPAM_SMS_00280,Your mobile number has won a lottery prize.,43,spam
SPAM_SMS_01786,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_04141,Please call me when you are free.,33,ham
HAM_SMS_06290,Please find the details shared in the group.,44,ham
HAM_SMS_00653,Please find the details shared in the group.,44,ham
SPAM_SMS_00814,Claim your free gift card now before it expires.,48,spam
HAM_SMS_00303,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_01375,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_02384,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_01911,The report is ready for review.,31,ham
SPAM_SMS_01647,Earn money from home without investment. Join now.,50,spam
HAM_SMS_04834,Please call me when you are free.,33,ham
SPAM_SMS_02328,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_07000,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_02535,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_01024,Please find the details shared in the group.,44,ham
HAM_SMS_01102,Your order has been delivered successfully.,43,ham
HAM_SMS_02928,The interview schedule will be shared soon.,43,ham
HAM_SMS_02925,Your order has been delivered successfully.,43,ham
HAM_SMS_00933,Please call me when you are free.,33,ham
HAM_SMS_06128,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_07043,The report is ready for review.,31,ham
HAM_SMS_02926,Please find the details shared in the group.,44,ham
HAM_SMS_01181,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_02234,The report is ready for review.,31,ham
SPAM_SMS_01514,Claim your free gift card now before it expires.,48,spam
SPAM_SMS_00688,Your loan is approved. Pay processing fee to receive funds.,59,spam
SPAM_SMS_01918,You won a shopping voucher. Claim it today.,43,spam
SPAM_SMS_01345,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_06355,Your order has been delivered successfully.,43,ham
HAM_SMS_00765,Please confirm your availability for the session.,49,ham
SPAM_SMS_01182,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_04394,The report is ready for review.,31,ham
HAM_SMS_03621,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_01334,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_04984,The report is ready for review.,31,ham
HAM_SMS_00887,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04471,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_00100,Your mobile number has won a lottery prize.,43,spam
SPAM_SMS_02360,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_02566,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_01232,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_01750,Your payment has been received successfully.,44,ham
HAM_SMS_04068,Please confirm your availability for the session.,49,ham
HAM_SMS_00636,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_07098,The report is ready for review.,31,ham
HAM_SMS_01609,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_07265,Please confirm your availability for the session.,49,ham
SPAM_SMS_01511,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_04639,Please confirm your availability for the session.,49,ham
HAM_SMS_03050,Please call me when you are free.,33,ham
HAM_SMS_03112,The interview schedule will be shared soon.,43,ham
SPAM_SMS_02171,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_00339,Your payment has been received successfully.,44,ham
SPAM_SMS_01038,Claim your free gift card now before it expires.,48,spam
HAM_SMS_06782,The interview schedule will be shared soon.,43,ham
HAM_SMS_04135,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_05136,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_00437,I reached home safely.,22,ham
SPAM_SMS_01498,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_03887,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_01877,Your order has been delivered successfully.,43,ham
HAM_SMS_05251,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_05096,Please call me when you are free.,33,ham
HAM_SMS_06221,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_01876,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_04192,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_07163,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_01509,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_07418,Please call me when you are free.,33,ham
HAM_SMS_04258,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_01221,Please find the details shared in the group.,44,ham
HAM_SMS_04053,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_01355,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05649,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00483,The report is ready for review.,31,ham
SPAM_SMS_00926,You are selected for a reward. Send your account details now.,61,spam
HAM_SMS_03890,I reached home safely.,22,ham
HAM_SMS_07280,Please find the details shared in the group.,44,ham
HAM_SMS_05498,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_05869,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04821,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_04816,Can you send me the notes from today's lecture?,47,ham
SPAM_SMS_02016,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_02521,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_06796,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_02941,Your order has been delivered successfully.,43,ham
SPAM_SMS_01009,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_04483,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_06181,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_02114,Your order has been delivered successfully.,43,ham
SPAM_SMS_00836,Recharge offer available. Get double benefits today.,52,spam
SPAM_SMS_00951,Your loan is approved. Pay processing fee to receive funds.,59,spam
SPAM_SMS_00421,Earn money from home without investment. Join now.,50,spam
SPAM_SMS_01172,You won a shopping voucher. Claim it today.,43,spam
HAM_SMS_01944,Please confirm your availability for the session.,49,ham
SPAM_SMS_00019,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_02942,The interview schedule will be shared soon.,43,ham
HAM_SMS_00999,The interview schedule will be shared soon.,43,ham
SPAM_SMS_02420,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_05633,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02843,I reached home safely.,22,ham
SPAM_SMS_00282,Earn money from home without investment. Join now.,50,spam
SPAM_SMS_01515,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_00954,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_01651,Exclusive offer only for you. Click here to redeem.,51,spam
HAM_SMS_02915,Please call me when you are free.,33,ham
HAM_SMS_01240,Please call me when you are free.,33,ham
HAM_SMS_04750,Your payment has been received successfully.,44,ham
HAM_SMS_00159,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_05226,The report is ready for review.,31,ham
SPAM_SMS_00132,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_00912,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_00483,Free entry in a lucky draw. Text WIN to claim your reward.,58,spam
HAM_SMS_02210,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05306,I reached home safely.,22,ham
SPAM_SMS_01482,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_01142,Please find the details shared in the group.,44,ham
HAM_SMS_05261,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_07089,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_00754,Your payment has been received successfully.,44,ham
SPAM_SMS_01921,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_02072,The interview schedule will be shared soon.,43,ham
HAM_SMS_02118,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_00385,Recharge offer available. Get double benefits today.,52,spam
HAM_SMS_00818,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_02032,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_02381,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_03197,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_02919,Your payment has been received successfully.,44,ham
HAM_SMS_00146,Your class schedule has been updated for tomorrow.,50,ham
SPAM_SMS_00295,Your loan is approved. Pay processing fee to receive funds.,59,spam
HAM_SMS_04060,Your payment has been received successfully.,44,ham
HAM_SMS_05444,Your order has been delivered successfully.,43,ham
SPAM_SMS_02365,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_07159,I reached home safely.,22,ham
HAM_SMS_03504,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_05038,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_03427,I reached home safely.,22,ham
HAM_SMS_05314,The report is ready for review.,31,ham
HAM_SMS_04667,Please find the details shared in the group.,44,ham
HAM_SMS_03218,Please call me when you are free.,33,ham
HAM_SMS_01210,Please call me when you are free.,33,ham
HAM_SMS_00652,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_06210,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_01623,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_03436,Please call me when you are free.,33,ham
HAM_SMS_00474,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04263,Please find the details shared in the group.,44,ham
HAM_SMS_06654,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04596,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_02220,Please call me when you are free.,33,ham
HAM_SMS_00231,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_07178,The report is ready for review.,31,ham
HAM_SMS_04194,The interview schedule will be shared soon.,43,ham
SPAM_SMS_02035,Your mobile number has won a lottery prize.,43,spam
HAM_SMS_07021,Please confirm your availability for the session.,49,ham
HAM_SMS_03420,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_02222,The interview schedule will be shared soon.,43,ham
SPAM_SMS_01128,Limited time offer. Get free coupons by clicking this link.,59,spam
HAM_SMS_06428,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_02047,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
SPAM_SMS_00003,Claim your free gift card now before it expires.,48,spam
HAM_SMS_05351,Thank you for your message. I will check and reply soon.,56,ham
SPAM_SMS_01998,Suspicious login detected. Update your password immediately.,60,spam
HAM_SMS_00657,The report is ready for review.,31,ham
HAM_SMS_00753,I reached home safely.,22,ham
HAM_SMS_03124,Let's discuss the presentation after lunch.,43,ham
SPAM_SMS_00186,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_06831,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_04235,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04728,Please confirm your availability for the session.,49,ham
HAM_SMS_05774,"Hey, are we meeting today for the project discussion?",53,ham
HAM_SMS_04717,I reached home safely.,22,ham
HAM_SMS_05095,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_06602,Reminder: submit your assignment before the deadline.,53,ham
HAM_SMS_05713,Can you send me the notes from today's lecture?,47,ham
HAM_SMS_04124,Please find the details shared in the group.,44,ham
HAM_SMS_02699,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_03605,Your order has been delivered successfully.,43,ham
HAM_SMS_01526,The meeting has been shifted to 4 PM.,37,ham
HAM_SMS_00173,I reached home safely.,22,ham
SPAM_SMS_01280,Earn money from home without investment. Join now.,50,spam
HAM_SMS_05701,The interview schedule will be shared soon.,43,ham
HAM_SMS_06789,Your order has been delivered successfully.,43,ham
HAM_SMS_05811,I reached home safely.,22,ham
HAM_SMS_03453,Let's discuss the presentation after lunch.,43,ham
HAM_SMS_04824,Your order has been delivered successfully.,43,ham
HAM_SMS_01242,Your payment has been received successfully.,44,ham
SPAM_SMS_01609,Congratulations! You have won a cash prize. Click the link to claim now.,72,spam
HAM_SMS_03501,Thank you for your message. I will check and reply soon.,56,ham
HAM_SMS_03189,The meeting has been shifted to 4 PM.,37,ham
SPAM_SMS_02390,Final warning! Complete KYC verification now.,45,spam
HAM_SMS_00625,Please call me when you are free.,33,ham
HAM_SMS_06561,The report is ready for review.,31,ham
HAM_SMS_01146,I reached home safely.,22,ham
SPAM_SMS_01761,Earn money from home without investment. Join now.,50,spam
HAM_SMS_05729,"Hey, are we meeting today for the project discussion?",53,ham
SPAM_SMS_00393,Win money instantly. Register today and claim your bonus.,57,spam
HAM_SMS_07031,Your class schedule has been updated for tomorrow.,50,ham
HAM_SMS_00741,Reminder: submit your assignment before the deadline.,53,ham
